kappa,a,sigma,level,hmax,reference_power,reference_step,number_of_fine_steps,n_paths,rmse,backstop_fraction,mean_steps_per_path,runtime_s
0.2,0.8400000000000001,0.12961481396815722,5,0.03125,14,6.103515625e-05,16384,1000,1.0845748589478812e-05,0.003169488712491348,247.043,0.2436539998743683
0.2,0.8400000000000001,0.12961481396815722,6,0.015625,14,6.103515625e-05,16384,1000,5.493082701686257e-06,0.00315197751455531,498.1,0.2950233002193272
0.2,0.8400000000000001,0.12961481396815722,7,0.0078125,14,6.103515625e-05,16384,1000,2.861398004546086e-06,0.003064663512958036,1014.467,0.323296400019899
0.2,0.8400000000000001,0.12961481396815722,8,0.00390625,14,6.103515625e-05,16384,1000,1.4320362420234166e-06,0.0029354837183109255,2113.11,0.44592060009017587
0.2,0.8400000000000001,0.12961481396815722,9,0.001953125,14,6.103515625e-05,16384,1000,7.236079531522831e-07,0.00957324463929323,4545.063,0.6150235999375582
0.2,0.88,0.13266499161421602,4,0.0625,14,6.103515625e-05,16384,1000,2.3285622860063854e-05,0.004322465572927547,124.466,0.2145909999962896
0.2,0.88,0.13266499161421602,5,0.03125,14,6.103515625e-05,16384,1000,1.1095513281296474e-05,0.004210619093214533,249.607,0.2511523000430316
0.2,0.88,0.13266499161421602,6,0.015625,14,6.103515625e-05,16384,1000,5.734629063785527e-06,0.004132239614271325,503.359,0.29841469996608794
0.2,0.88,0.13266499161421602,7,0.0078125,14,6.103515625e-05,16384,1000,3.07248420145571e-06,0.004051448324536998,1025.806,0.36811759998090565
0.2,0.88,0.13266499161421602,8,0.00390625,14,6.103515625e-05,16384,1000,1.3895017537884637e-06,0.0038792787158933115,2139.573,0.41713240020908415
0.2,0.88,0.13266499161421602,9,0.001953125,14,6.103515625e-05,16384,1000,7.375537544624342e-07,0.012365584022058364,4592.181,0.6129018000792712
0.2,0.92,0.13564659966250536,4,0.0625,14,6.103515625e-05,16384,1000,2.3813902224823613e-05,0.005541201256111619,125.785,0.24705870007164776
0.2,0.92,0.13564659966250536,5,0.03125,14,6.103515625e-05,16384,1000,1.1080582868149536e-05,0.0055498735421671466,252.258,0.2624819001648575
0.2,0.92,0.13564659966250536,6,0.015625,14,6.103515625e-05,16384,1000,5.722332895182831e-06,0.005462966783982896,508.881,0.3091680998913944
0.2,0.92,0.13564659966250536,7,0.0078125,14,6.103515625e-05,16384,1000,2.975948034240885e-06,0.0053386938702350475,1037.707,0.3522841997910291
0.2,0.92,0.13564659966250536,8,0.00390625,14,6.103515625e-05,16384,1000,1.455899525596293e-06,0.005106798867247686,2167.111,0.487928899936378
0.2,0.92,0.13564659966250536,9,0.001953125,14,6.103515625e-05,16384,1000,7.402372606717151e-07,0.015418174607109217,4639.33,0.5813099998049438
0.2,0.9600000000000001,0.1385640646055102,4,0.0625,14,6.103515625e-05,16384,1000,2.305470993161684e-05,0.007203919687305844,127.153,0.32303650001995265
0.2,0.9600000000000001,0.1385640646055102,5,0.03125,14,6.103515625e-05,16384,1000,1.1340954930284181e-05,0.007029828743491625,255.056,0.3193707000464201
0.2,0.9600000000000001,0.1385640646055102,6,0.015625,14,6.103515625e-05,16384,1000,5.877223930678836e-06,0.007004202521512908,514.691,0.32950750016607344
0.2,0.9600000000000001,0.1385640646055102,7,0.0078125,14,6.103515625e-05,16384,1000,2.8484765978880938e-06,0.006823315645724691,1050.076,0.40741810016334057
0.2,0.9600000000000001,0.1385640646055102,8,0.00390625,14,6.103515625e-05,16384,1000,1.4956301706336002e-06,0.006511124157245288,2195.627,0.512744199950248
0.2,0.9600000000000001,0.1385640646055102,9,0.001953125,14,6.103515625e-05,16384,1000,7.407466518445942e-07,0.018844372268143113,4687.288,0.561299400171265
0.2,1.0,0.14142135623730953,4,0.0625,14,6.103515625e-05,16384,1000,2.291337759093731e-05,0.009122228530100243,128.587,0.2503776999656111
0.2,1.0,0.14142135623730953,5,0.03125,14,6.103515625e-05,16384,1000,1.173075394655313e-05,0.009008799472806915,257.97,0.25487360008992255
0.2,1.0,0.14142135623730953,6,0.015625,14,6.103515625e-05,16384,1000,5.8486176194079004e-06,0.008809278261420661,520.701,0.30933389998972416
0.2,1.0,0.14142135623730953,7,0.0078125,14,6.103515625e-05,16384,1000,3.074320110919905e-06,0.008619465013646075,1062.943,0.37446469999849796
0.2,1.0,0.14142135623730953,8,0.00390625,14,6.103515625e-05,16384,1000,1.3834488338051673e-06,0.008223072235773307,2225.324,0.49331339984200895
0.2,1.0,0.14142135623730953,9,0.001953125,14,6.103515625e-05,16384,1000,7.442492808044683e-07,0.02249845970378172,4736.102,0.6553702999372035
0.2,1.04,0.1442220510185596,4,0.0625,14,6.103515625e-05,16384,1000,2.239669649735921e-05,0.011654814530078801,130.075,0.27977610006928444
0.2,1.04,0.1442220510185596,5,0.03125,14,6.103515625e-05,16384,1000,1.1983461717414612e-05,0.011487602355763151,260.977,0.2674829999450594
0.2,1.04,0.1442220510185596,6,0.015625,14,6.103515625e-05,16384,1000,5.60130639929405e-06,0.011330509246606542,526.896,0.313859699992463
0.2,1.04,0.1442220510185596,7,0.0078125,14,6.103515625e-05,16384,1000,2.9408926740386306e-06,0.011070679888791424,1076.176,0.4211074998602271
0.2,1.04,0.1442220510185596,8,0.00390625,14,6.103515625e-05,16384,1000,1.498265180951513e-06,0.010526213091068418,2254.942,0.5387234999798238
0.2,1.04,0.1442220510185596,9,0.001953125,14,6.103515625e-05,16384,1000,7.580363616587684e-07,0.025992968863153245,4784.717,0.6125010000541806
0.2,1.08,0.1469693845669907,4,0.0625,14,6.103515625e-05,16384,1000,2.238494766187147e-05,0.014733818634975152,131.602,0.2685875000897795
0.2,1.08,0.1469693845669907,5,0.03125,14,6.103515625e-05,16384,1000,1.1886125743326842e-05,0.01443727565995729,264.108,0.34955239994451404
0.2,1.08,0.1469693845669907,6,0.015625,14,6.103515625e-05,16384,1000,5.9616899887428095e-06,0.01426878567196418,533.332,0.3886371999979019
0.2,1.08,0.1469693845669907,7,0.0078125,14,6.103515625e-05,16384,1000,2.9480995063294656e-06,0.013878401823174463,1089.967,0.36752660013735294
0.2,1.08,0.1469693845669907,8,0.00390625,14,6.103515625e-05,16384,1000,1.4399390193900286e-06,0.013199499545040946,2285.92,0.5676391001325101
0.2,1.08,0.1469693845669907,9,0.001953125,14,6.103515625e-05,16384,1000,7.636319178120171e-07,0.02981985771260611,4833.457,0.7157803000882268
0.2,1.12,0.14966629547095767,4,0.0625,14,6.103515625e-05,16384,1000,2.300515768357321e-05,0.01827807607103969,133.165,0.29758249991573393
0.2,1.12,0.14966629547095767,5,0.03125,14,6.103515625e-05,16384,1000,1.1700386166695771e-05,0.017855673188432907,267.31,0.3662771999370307
0.2,1.12,0.14966629547095767,6,0.015625,14,6.103515625e-05,16384,1000,5.666802240254443e-06,0.01760010371522762,539.94,0.48396380012854934
0.2,1.12,0.14966629547095767,7,0.0078125,14,6.103515625e-05,16384,1000,2.8826629239497397e-06,0.01717424325452861,1104.037,0.4200307000428438
0.2,1.12,0.14966629547095767,8,0.00390625,14,6.103515625e-05,16384,1000,1.434379198432072e-06,0.016300332790190285,2317.376,0.5791275999508798
0.2,1.12,0.14966629547095767,9,0.001953125,14,6.103515625e-05,16384,1000,7.575419387165804e-07,0.03377202271637023,4882.118,0.730859600007534
0.2,1.1600000000000001,0.1523154621172782,4,0.0625,14,6.103515625e-05,16384,1000,2.3528420488841682e-05,0.022442151182200592,134.791,0.2918302998878062
0.2,1.1600000000000001,0.1523154621172782,5,0.03125,14,6.103515625e-05,16384,1000,1.13307354947637e-05,0.021938268365955593,270.623,0.4353334999177605
0.2,1.1600000000000001,0.1523154621172782,6,0.015625,14,6.103515625e-05,16384,1000,6.050670747814191e-06,0.02166731903965818,546.722,0.34668580000288785
0.2,1.1600000000000001,0.1523154621172782,7,0.0078125,14,6.103515625e-05,16384,1000,2.884465052961245e-06,0.02110086492441748,1118.248,0.39201670000329614
0.2,1.1600000000000001,0.1523154621172782,8,0.00390625,14,6.103515625e-05,16384,1000,1.4298313134443963e-06,0.02003420671529144,2349.831,0.5603354000486434
0.2,1.1600000000000001,0.1523154621172782,9,0.001953125,14,6.103515625e-05,16384,1000,7.290774951928879e-07,0.03806174752894067,4930.173,0.8068512000609189
0.2,1.2,0.15491933384829668,4,0.0625,14,6.103515625e-05,16384,1000,2.3585998107459538e-05,0.026962077252212648,136.488,0.592240700032562
0.2,1.2,0.15491933384829668,5,0.03125,14,6.103515625e-05,16384,1000,1.1897104574702962e-05,0.026453037464187302,273.995,0.449637999990955
0.2,1.2,0.15491933384829668,6,0.015625,14,6.103515625e-05,16384,1000,5.877297461588942e-06,0.02601251591580202,553.695,0.36401449982076883
0.2,1.2,0.15491933384829668,7,0.0078125,14,6.103515625e-05,16384,1000,3.0260000787795265e-06,0.025340435411285524,1132.814,0.4087994999717921
0.2,1.2,0.15491933384829668,8,0.00390625,14,6.103515625e-05,16384,1000,1.4610037243003067e-06,0.02401792541596685,2382.762,0.5484615999739617
0.2,1.2,0.15491933384829668,9,0.001953125,14,6.103515625e-05,16384,1000,7.432780227187366e-07,0.04245391221416212,4978.434,0.7140461001545191
0.2,1.24,0.15748015748023625,4,0.0625,14,6.103515625e-05,16384,1000,2.4103036615083025e-05,0.03154695132983536,138.175,0.30519929993897676
0.2,1.24,0.15748015748023625,5,0.03125,14,6.103515625e-05,16384,1000,1.1379855755984942e-05,0.03117836185642815,277.436,0.38461629999801517
0.2,1.24,0.15748015748023625,6,0.015625,14,6.103515625e-05,16384,1000,6.081999423476903e-06,0.030620161260118885,560.709,0.3748530000448227
0.2,1.24,0.15748015748023625,7,0.0078125,14,6.103515625e-05,16384,1000,3.0579334229747324e-06,0.029824255678798282,1147.69,0.4835037998855114
0.2,1.24,0.15748015748023625,8,0.00390625,14,6.103515625e-05,16384,1000,1.4924040232967986e-06,0.02825464194933933,2415.957,0.7980587999336421
0.2,1.24,0.15748015748023625,9,0.001953125,14,6.103515625e-05,16384,1000,7.601618669590404e-07,0.046791936239664364,5025.695,0.8158649001270533
0.2,1.28,0.16,4,0.0625,14,6.103515625e-05,16384,1000,2.3843997843970617e-05,0.0365183199285076,139.875,0.27271940000355244
0.2,1.28,0.16,5,0.03125,14,6.103515625e-05,16384,1000,1.2723909995144784e-05,0.03601275644584917,280.956,0.29656650009565055
0.2,1.28,0.16,6,0.015625,14,6.103515625e-05,16384,1000,6.137496687326191e-06,0.03537244157710132,567.928,0.30283470009453595
0.2,1.28,0.16,7,0.0078125,14,6.103515625e-05,16384,1000,3.2613278856792885e-06,0.03440537168515211,1162.987,0.36767170019447803
0.2,1.28,0.16,8,0.00390625,14,6.103515625e-05,16384,1000,1.5110691024211922e-06,0.03257104586417589,2450.213,0.4825069000944495
0.2,1.28,0.16,9,0.001953125,14,6.103515625e-05,16384,1000,7.315109363828402e-07,0.05146684104722174,5072.431,0.5982870000880212
0.2,1.32,0.16248076809271922,4,0.0625,14,6.103515625e-05,16384,1000,2.4357866508190518e-05,0.041392551599514354,141.668,0.22543259989470243
0.2,1.32,0.16248076809271922,5,0.03125,14,6.103515625e-05,16384,1000,1.2637089105264348e-05,0.04085612683777022,284.584,0.2595512999687344
0.2,1.32,0.16248076809271922,6,0.015625,14,6.103515625e-05,16384,1000,6.095932239022409e-06,0.04011443886889067,575.329,0.2997721000574529
0.2,1.32,0.16248076809271922,7,0.0078125,14,6.103515625e-05,16384,1000,3.136424376471506e-06,0.03897678412048773,1178.676,0.2960620999801904
0.2,1.32,0.16248076809271922,8,0.00390625,14,6.103515625e-05,16384,1000,1.4457948206970576e-06,0.03686391934840749,2485.357,0.52278280002065
0.2,1.32,0.16248076809271922,9,0.001953125,14,6.103515625e-05,16384,1000,7.468164530165759e-07,0.05642695511056645,5118.777,0.6226766998879611
0.2,1.36,0.16492422502470644,4,0.0625,14,6.103515625e-05,16384,1000,2.513176146827116e-05,0.04671099401998913,143.478,0.2356509999372065
0.2,1.36,0.16492422502470644,5,0.03125,14,6.103515625e-05,16384,1000,1.3506477025544649e-05,0.045813788892281215,288.232,0.28337069996632636
0.2,1.36,0.16492422502470644,6,0.015625,14,6.103515625e-05,16384,1000,6.400103070258608e-06,0.04516515321256581,582.883,0.31577799981459975
0.2,1.36,0.16492422502470644,7,0.0078125,14,6.103515625e-05,16384,1000,3.0661470277212585e-06,0.0438208587354557,1194.454,0.3865082000847906
0.2,1.36,0.16492422502470644,8,0.00390625,14,6.103515625e-05,16384,1000,1.432948660322574e-06,0.04144920268938607,2520.724,0.5124282999895513
0.2,1.36,0.16492422502470644,9,0.001953125,14,6.103515625e-05,16384,1000,7.507644224589288e-07,0.06144117884533057,5164.647,0.5826855001505464
0.2,1.4000000000000001,0.16733200530681513,4,0.0625,14,6.103515625e-05,16384,1000,2.605128784903006e-05,0.052017394176253645,145.336,0.254743600031361
0.2,1.4000000000000001,0.16733200530681513,5,0.03125,14,6.103515625e-05,16384,1000,1.2817176440406383e-05,0.05139173827716947,291.973,0.24644059990532696
0.2,1.4000000000000001,0.16733200530681513,6,0.015625,14,6.103515625e-05,16384,1000,6.687686989309058e-06,0.050330717621678005,590.534,0.30927959992550313
0.2,1.4000000000000001,0.16733200530681513,7,0.0078125,14,6.103515625e-05,16384,1000,3.413140685309739e-06,0.048874158727221506,1210.517,0.3626749999821186
0.2,1.4000000000000001,0.16733200530681513,8,0.00390625,14,6.103515625e-05,16384,1000,1.492082147594503e-06,0.046191669831426196,2556.803,0.5393618999514729
0.2,1.4000000000000001,0.16733200530681513,9,0.001953125,14,6.103515625e-05,16384,1000,7.783904140688914e-07,0.0665383021765093,5210.683,0.6221806001849473
0.2,1.4400000000000002,0.16970562748477144,4,0.0625,14,6.103515625e-05,16384,1000,2.8377599805939508e-05,0.057843323732405846,147.208,0.2799108000472188
0.2,1.4400000000000002,0.16970562748477144,5,0.03125,14,6.103515625e-05,16384,1000,1.5009377291550742e-05,0.056962881313524075,295.754,0.5632737998384982
0.2,1.4400000000000002,0.16970562748477144,6,0.015625,14,6.103515625e-05,16384,1000,7.324217996161893e-06,0.05593774443931888,598.308,0.5127312999684364
0.2,1.4400000000000002,0.16970562748477144,7,0.0078125,14,6.103515625e-05,16384,1000,3.7852227520011627e-06,0.05434785266522835,1226.893,0.49125450011342764
0.2,1.4400000000000002,0.16970562748477144,8,0.00390625,14,6.103515625e-05,16384,1000,1.4680731149901117e-06,0.05127662257578229,2593.053,0.5380094000138342
0.2,1.4400000000000002,0.16970562748477144,9,0.001953125,14,6.103515625e-05,16384,1000,7.269060715814518e-07,0.07167811783073784,5257.253,0.6399213001132011
0.2,1.48,0.17204650534085256,4,0.0625,14,6.103515625e-05,16384,1000,2.8671329848244493e-05,0.06383221247007866,149.141,0.28132449998520315
0.2,1.48,0.17204650534085256,5,0.03125,14,6.103515625e-05,16384,1000,1.6249108652590593e-05,0.06286271120262436,299.653,0.28496279986575246
0.2,1.48,0.17204650534085256,6,0.015625,14,6.103515625e-05,16384,1000,7.180722634556243e-06,0.06157379072103892,606.167,0.3100014999508858
0.2,1.48,0.17204650534085256,7,0.0078125,14,6.103515625e-05,16384,1000,3.549994414341012e-06,0.059728776809468205,1243.404,0.3825872999150306
0.2,1.48,0.17204650534085256,8,0.00390625,14,6.103515625e-05,16384,1000,1.4657371273404085e-06,0.056393847155604526,2629.223,0.5668614001479
0.2,1.48,0.17204650534085256,9,0.001953125,14,6.103515625e-05,16384,1000,7.340896966396988e-07,0.07683921578389363,5302.722,0.7044186000712216
0.2,1.52,0.17435595774162696,4,0.0625,14,6.103515625e-05,16384,1000,3.1171829319332625e-05,0.06973927202684724,151.077,0.6988181001506746
0.2,1.52,0.17435595774162696,5,0.03125,14,6.103515625e-05,16384,1000,1.588893445302579e-05,0.06872617906425929,303.567,0.2690776998642832
0.2,1.52,0.17435595774162696,6,0.015625,14,6.103515625e-05,16384,1000,8.26747310878436e-06,0.0673302822645638,614.211,0.30642909999005497
0.2,1.52,0.17435595774162696,7,0.0078125,14,6.103515625e-05,16384,1000,3.456085100457038e-06,0.06536166566159901,1260.28,0.3864265999291092
0.2,1.52,0.17435595774162696,8,0.00390625,14,6.103515625e-05,16384,1000,1.4937069055152213e-06,0.06163820001560091,2666.512,0.4740321000572294
0.2,1.52,0.17435595774162696,9,0.001953125,14,6.103515625e-05,16384,1000,7.359214909674129e-07,0.08231257418312309,5347.409,0.5895792001392692
0.2,1.56,0.17663521732655696,4,0.0625,14,6.103515625e-05,16384,1000,3.1805646604058245e-05,0.07617933926949887,153.073,0.30129959993064404
0.2,1.56,0.17663521732655696,5,0.03125,14,6.103515625e-05,16384,1000,1.765074484464899e-05,0.07510606134490662,307.605,0.3539070999249816
0.2,1.56,0.17663521732655696,6,0.015625,14,6.103515625e-05,16384,1000,8.938571325417602e-06,0.07353193977864426,622.437,0.7496498001273721
0.2,1.56,0.17663521732655696,7,0.0078125,14,6.103515625e-05,16384,1000,4.2130428342127225e-06,0.07125607173750524,1277.435,0.5434627998620272
0.2,1.56,0.17663521732655696,8,0.00390625,14,6.103515625e-05,16384,1000,1.4797771008661335e-06,0.06713922691322927,2704.276,0.572942900005728
0.2,1.56,0.17663521732655696,9,0.001953125,14,6.103515625e-05,16384,1000,7.167028752982556e-07,0.08799144483571536,5391.831,0.6706681998912245
0.2,1.6,0.1788854381999832,4,0.0625,14,6.103515625e-05,16384,1000,3.0822354410800245e-05,0.08328174971629011,155.088,0.2785485000349581
0.2,1.6,0.1788854381999832,5,0.03125,14,6.103515625e-05,16384,1000,1.8298585891630706e-05,0.08183530272356562,311.687,0.2799966000020504
0.2,1.6,0.1788854381999832,6,0.015625,14,6.103515625e-05,16384,1000,1.0256326658889813e-05,0.08012777830622404,630.78,0.323983300011605
0.2,1.6,0.1788854381999832,7,0.0078125,14,6.103515625e-05,16384,1000,4.482131683780816e-06,0.07774392716067974,1294.905,0.393680099863559
0.2,1.6,0.1788854381999832,8,0.00390625,14,6.103515625e-05,16384,1000,1.4688531834617826e-06,0.07306352405228682,2743.024,0.5276933000423014
0.2,1.6,0.1788854381999832,9,0.001953125,14,6.103515625e-05,16384,1000,7.278399346540002e-07,0.0940775691466003,5435.589,0.6262026999611408
