regime,scheme,scheme_variant,noise,payoff,n_steps,dt,n_paths,approx_mean,exact_value,signed_error,weak_error,mc_standard_error,error_to_se,runtime_s,steps_per_path,backstop_fraction,estimator,signed_error_cv,mc_standard_error_cv,error_to_se_cv,variance_reduction,batch_standard_error_cv
A,BLT,fixed,shared,g4,8,0.125,200000,0.98028915982381,0.9802079963298019,8.116349400812554e-05,8.116349400812554e-05,8.409153178201025e-06,9.6518034917624,0.03457696099997065,nan,nan,control-variate,7.996696619717495e-05,2.020672504375569e-06,39.57443179140325,17.31859527111691,2.61474336311684e-06
A,KLM,implicit,own,g1,8,0.125,200000,0.020000759623912387,0.02,7.596239123859536e-07,7.596239123859536e-07,1.583945949127507e-05,0.04795769153640508,5.624761036000024,59.206625,0.0,control-variate,-1.1480054632755356e-07,6.726628548078448e-07,0.1706658030944014,554.4799196154265,nan
A,KLM,implicit,own,g2,8,0.125,200000,2.970914512360779e-05,2.898725021392412e-05,7.218949096836699e-07,7.218949096836699e-07,1.851919330187363e-07,3.8980904724971697,5.624761036000024,59.206625,0.0,control-variate,5.892270446460274e-07,3.2420146118577375e-08,18.17471896921491,32.6297836245787,nan
A,KLM,implicit,own,g3,8,0.125,200000,0.980222480060998,0.9802226910132205,-2.109522224711846e-07,2.109522224711846e-07,1.5487719843310233e-05,0.013620611981969916,5.624761036000024,59.206625,0.0,control-variate,5.624183963631547e-07,6.468153471024196e-07,0.8695192513329448,573.3427647351498,nan
A,FTE,fixed,shared,g1,16,0.0625,200000,0.020004263405667456,0.02,4.263405667456286e-06,4.263405667456286e-06,1.617556611862329e-05,0.26357072365756223,0.08262300599992045,nan,nan,control-variate,8.285776007022059e-07,1.5724451753376882e-06,0.5269357645644249,105.82004789577526,1.576874278169415e-06
A,FTE,fixed,shared,g2,16,0.0625,200000,3.073556017585264e-05,2.898725021392412e-05,1.7483099619285214e-06,1.7483099619285214e-06,1.8712589813473505e-07,9.34296096561523,0.08262300599992045,nan,nan,control-variate,1.842960328108218e-06,5.182763296361327e-08,35.55941536828643,13.036020856753012,6.158077598080958e-08
A,FTE,fixed,shared,g3,16,0.0625,200000,0.9802201005045476,0.9802226910132205,-2.5905086729582015e-06,2.5905086729582015e-06,1.5818102137306056e-05,0.1637686146208805,0.08262300599992045,nan,nan,control-variate,8.508349387320044e-07,1.5403017805120174e-06,0.5523819744265797,105.46227025268266,1.5243766877477495e-06
A,FTE,fixed,shared,g4,16,0.0625,200000,0.9802128399206622,0.9802079963298019,4.843590860263865e-06,4.843590860263865e-06,9.846262807026263e-06,0.4919217529728633,0.08262300599992045,nan,nan,control-variate,8.532267324614136e-07,3.1906786835190895e-07,2.6741230223795704,952.306404252924,2.9189330956614675e-07
A,HH,fixed,shared,g1,16,0.0625,200000,0.02000271745955618,0.02,2.7174595561810843e-06,2.7174595561810843e-06,1.620696722548506e-05,0.16767230527300295,0.07893496099998742,nan,nan,control-variate,-6.880617773924722e-07,1.8687644440493778e-06,0.3681907474125143,75.21325480215927,2.0215855648338345e-06
A,HH,fixed,shared,g2,16,0.0625,200000,3.145293703744195e-05,2.898725021392412e-05,2.465686823517833e-06,2.465686823517833e-06,1.9642214540932606e-07,12.552998127474698,0.07893496099998742,nan,nan,control-variate,2.5739155063215614e-06,6.347481796382647e-08,40.55018334654232,9.575864066895333,7.681266222763466e-08
A,HH,fixed,shared,g3,16,0.0625,200000,0.9802217097130207,0.9802226910132205,-9.813001997820547e-07,9.813001997820547e-07,1.5843595662314965e-05,0.06193671062410043,0.07893496099998742,nan,nan,control-variate,2.4389722548122053e-06,1.8119254826817451e-06,1.3460665342607787,76.45868687928146,1.945732786219629e-06
