regime,scheme,scheme_variant,noise,payoff,n_steps,dt,n_paths,approx_mean,exact_value,signed_error,weak_error,mc_standard_error,error_to_se,runtime_s,steps_per_path,backstop_fraction,estimator,signed_error_cv,mc_standard_error_cv,error_to_se_cv,variance_reduction,batch_standard_error_cv
A,FTE,fixed,shared,g4,2048,0.00048828125,200000,0.9802097486402505,0.9802079963298019,1.7523104485658336e-06,1.7523104485658336e-06,9.54534653470817e-06,0.1835774575804237,12.269549881999865,nan,nan,control-variate,4.584968228710608e-09,2.666346989677087e-09,1.71956922578403,12815928.224603575,2.1074522470647245e-09
A,HH,fixed,shared,g1,2048,0.00048828125,200000,0.01999370327417415,0.02,-6.296725825849871e-06,6.296725825849871e-06,1.565674286328925e-05,0.40217342015713614,12.603781999999455,nan,nan,control-variate,3.2886487298796266e-08,8.760847803360055e-08,0.37538019192826616,31938.209603168998,8.227350709209093e-08
A,HH,fixed,shared,g2,2048,0.00048828125,200000,2.8910505982362077e-05,2.898725021392412e-05,-7.674423156204218e-08,7.674423156204218e-08,1.7904083473678618e-07,0.42864093922968133,12.603781999999455,nan,nan,control-variate,2.026817266291223e-08,4.837441383439836e-09,4.189853903407884,1369.8491884803652,3.917811006528891e-09
A,HH,fixed,shared,g3,2048,0.00048828125,200000,0.9802288348966456,0.9802226910132205,6.143883425166228e-06,6.143883425166228e-06,1.5310288033486264e-05,0.40129117177472334,12.603781999999455,nan,nan,control-variate,-1.902189249646921e-08,8.353982661328052e-08,0.22769849145754936,33587.647238593665,7.897822078047675e-08
A,HH,fixed,shared,g4,2048,0.00048828125,200000,0.9802096355232952,0.9802079963298019,1.6391934933002593e-06,1.6391934933002593e-06,9.545397853522431e-06,0.17172605253906376,12.603781999999455,nan,nan,control-variate,-1.1112168574693087e-07,5.212172021428398e-08,2.1319650481619736,33539.03693885094,5.59762550973754e-08
A,ProjEuler,fixed,shared,g1,2048,0.00048828125,200000,0.019994178384828386,0.02,-5.821615171615053e-06,5.821615171615053e-06,1.565640697054459e-05,0.3718359635494679,12.209647186000211,nan,nan,control-variate,5.079667837400961e-07,8.759303786230523e-08,5.799168474309697,31948.099354273676,8.202336468476235e-08
A,ProjEuler,fixed,shared,g2,2048,0.00048828125,200000,2.8908766786303782e-05,2.898725021392412e-05,-7.848342762033844e-08,7.848342762033844e-08,1.7899641495259275e-07,0.4384636845443234,12.209647186000211,nan,nan,control-variate,1.8530440818649137e-08,4.83529650089237e-09,3.832327720798359,1370.384522916826,3.920430385240305e-09
A,ProjEuler,fixed,shared,g3,2048,0.00048828125,200000,0.9802283681791188,0.9802226910132205,5.677165898425276e-06,5.677165898425276e-06,1.5309979848827434e-05,0.3708147204948856,12.209647186000211,nan,nan,control-variate,-4.857096776280706e-07,8.352750565030496e-08,5.814966864466607,33596.20427901611,7.874206614080408e-08
A,ProjEuler,fixed,shared,g4,2048,0.00048828125,200000,0.9802093978549457,0.9802079963298019,1.4015251436940557e-06,1.4015251436940557e-06,9.545153070826338e-06,0.14683108099938763,12.209647186000211,nan,nan,control-variate,-3.4859464281261035e-07,5.21510437159317e-08,6.68432725357168,33499.61266886359,5.5997138524245386e-08
A,KL,uniform,shared,g1,2048,0.00048828125,200000,0.019985266541267276,0.02,-1.4733458732724545e-05,1.4733458732724545e-05,1.5649252438633323e-05,0.941480034940969,10.239231173999997,nan,nan,control-variate,-8.405467809588844e-06,8.700321838244314e-08,96.61099860284052,32353.148875235518,8.226330539228073e-08
A,KL,uniform,shared,g2,2048,0.00048828125,200000,2.8831922007592716e-05,2.898725021392412e-05,-1.5532820633140263e-07,1.5532820633140263e-07,1.7865028210298853e-07,0.8694540221428748,10.239231173999997,nan,nan,control-variate,-5.8503740587376277e-08,4.824981806931888e-09,12.125173301861146,1370.9324376034685,3.9281045863351135e-09
A,KL,uniform,shared,g3,2048,0.00048828125,200000,0.9802370819688845,0.9802226910132205,1.4390955664071903e-05,1.4390955664071903e-05,1.53031467996443e-05,0.9403919241241546,10.239231173999997,nan,nan,control-variate,8.229535827471664e-06,8.294680084902637e-08,99.21462604025508,34037.856867987626,7.898935293397021e-08
A,KL,uniform,shared,g4,2048,0.00048828125,200000,0.9802150616562625,0.9802079963298019,7.065326460560666e-06,7.065326460560666e-06,9.541952025945373e-06,0.7404487510888178,10.239231173999997,nan,nan,control-variate,5.314915656243798e-06,5.21902520849194e-08,101.83732486280834,33426.866612647675,5.613112338511324e-08
A,IF,fixed,shared,g1,2048,0.00048828125,200000,0.019993237494569417,0.02,-6.762505430583052e-06,6.762505430583052e-06,1.5648399573755397e-05,0.4321531667637591,12.32524480500092,nan,nan,control-variate,-4.3396911552901774e-07,8.677396211910924e-08,5.001144409348685,32520.783362382444,8.297187452398495e-08
A,IF,fixed,shared,g2,2048,0.00048828125,200000,2.887367644272592e-05,2.898725021392412e-05,-1.1357377119819959e-07,1.1357377119819959e-07,1.7879141857767352e-07,0.635230550222739,12.32524480500092,nan,nan,control-variate,-1.6674836876233382e-08,4.825888846640254e-09,3.4552882186340184,1372.583301250347,3.9307146533539095e-09
A,IF,fixed,shared,g3,2048,0.00048828125,200000,0.9802292659576737,0.9802226910132205,6.5749444531750425e-06,6.5749444531750425e-06,1.5302184948522084e-05,0.4296735711464567,12.32524480500092,nan,nan,control-variate,4.1303478394957796e-07,8.271144811112097e-08,4.993683382192451,34227.53666982339,7.968140280066545e-08
A,IF,fixed,shared,g4,2048,0.00048828125,200000,0.980209863002782,0.9802079963298019,1.8666729801278593e-06,1.8666729801278593e-06,9.540892908310243e-06,0.19564971518566807,12.32524480500092,nan,nan,control-variate,1.1664784223316575e-07,5.2334505014695336e-08,2.228889758304038,33235.46814074973,5.639714990995239e-08
