backstop_fraction,dt,l1,l2,mean_steps_per_path,proj_post_projection_fraction,proj_pre_floor_fraction,proj_y_floor,reference,reference_n_steps,regime,runtime_s,scheme,scheme_variant,sensitivity_kind
0.3816263506715126,0.001953125,0.008899678313900938,0.022658082909260316,1162.3385,,,,HH,16384,E,1.3247638999018818,KL,adaptive-soft-zero,strong_error
0.4809355647679001,0.0625,0.0031215444056245413,0.00782442881060069,390.78,,,,HH,16384,E,0.6866348998155445,KLM,projected,strong_error
0.5082554276901174,0.03125,0.002047893485655795,0.004878991781936362,842.9,,,,HH,16384,E,0.9380505001172423,KLM,projected,strong_error
0.5403437714438736,0.015625,0.0014091265696975414,0.0035044809084591724,1792.47,,,,HH,16384,E,1.61329249991104,KLM,projected,strong_error
0.5612502087053662,0.0078125,0.0008091592338925592,0.0030932633811838295,3815.187,,,,HH,16384,E,2.3831367001403123,KLM,projected,strong_error
0.5607164128909854,0.00390625,0.0011093500070647711,0.0030214842867347822,8194.967,,,,HH,16384,E,7.38481459999457,KLM,projected,strong_error
0.6074975837258072,0.001953125,0.0011223689233403262,0.003070751090706688,10523.9505,,,,HH,16384,E,8.376214599935338,KLM,projected,strong_error
nan,0.0625,0.0004814649775836171,0.0006034635798188795,16.0,,,,HH,32768,A,0.20096970000304282,FTE,fixed,strong_error
nan,0.03125,0.00029962795518917175,0.0003762245245587381,32.0,,,,HH,32768,A,0.13370839995332062,FTE,fixed,strong_error
nan,0.015625,0.0001970076342402688,0.00024963998389152935,64.0,,,,HH,32768,A,0.1097008001524955,FTE,fixed,strong_error
nan,0.0078125,0.0001327546759767406,0.00016777839548058577,128.0,,,,HH,32768,A,0.072421699995175,FTE,fixed,strong_error
nan,0.00390625,8.954867474311372e-05,0.00011342432022663268,256.0,,,,HH,32768,A,0.0753893000073731,FTE,fixed,strong_error
nan,0.001953125,6.26564792350576e-05,7.877451983066555e-05,512.0,,,,HH,32768,A,0.11987109994515777,FTE,fixed,strong_error
nan,0.0625,0.0003229486867285551,0.00041406866459315185,16.0,0.0,0.0,0.0125,HH,32768,A,0.13474380015395582,ProjEuler,fixed,strong_error
nan,0.03125,0.00016030549823616109,0.00020381874460755688,32.0,0.0,0.0,0.008838834764831846,HH,32768,A,0.11805120017379522,ProjEuler,fixed,strong_error
nan,0.015625,7.827562913257796e-05,9.897764035782776e-05,64.0,0.0,0.0,0.00625,HH,32768,A,0.0930230999365449,ProjEuler,fixed,strong_error
nan,0.0078125,3.886285437871758e-05,4.9344592937349726e-05,128.0,0.0,0.0,0.004419417382415923,HH,32768,A,0.07122289994731545,ProjEuler,fixed,strong_error
nan,0.00390625,1.9206014487446438e-05,2.465194435929798e-05,256.0,0.0,0.0,0.003125,HH,32768,A,0.07284909998998046,ProjEuler,fixed,strong_error
nan,0.001953125,9.66667675933735e-06,1.2286535711882131e-05,512.0,0.0,0.0,0.0022097086912079614,HH,32768,A,0.09111979999579489,ProjEuler,fixed,strong_error
nan,0.0625,0.0010640225267988016,0.001109326202884973,16.0,,,,HH,32768,A,0.1316460999660194,KL,uniform,strong_error
nan,0.03125,0.0005394914340211598,0.0005622443601383725,32.0,,,,HH,32768,A,0.1148953998927027,KL,uniform,strong_error
nan,0.015625,0.00027165597121390096,0.00028264671067685076,64.0,,,,HH,32768,A,0.08316230005584657,KL,uniform,strong_error
nan,0.0078125,0.00013578582709782304,0.00014124146066271182,128.0,,,,HH,32768,A,0.06361820013262331,KL,uniform,strong_error
nan,0.00390625,6.811706244544141e-05,7.089786505467241e-05,256.0,,,,HH,32768,A,0.06456079985946417,KL,uniform,strong_error
nan,0.001953125,3.382778811751671e-05,3.52731134505753e-05,512.0,,,,HH,32768,A,0.08332419977523386,KL,uniform,strong_error
0.0,0.0625,4.300948107681622e-05,5.53276358384618e-05,117.8905,,,,HH,32768,A,0.8462112999986857,KLM,implicit,strong_error
0.0,0.03125,2.0891572754797553e-05,2.7292012923089274e-05,235.7315,,,,HH,32768,A,0.8026624999474734,KLM,implicit,strong_error
0.0,0.015625,1.0508323964603023e-05,1.3555472743264617e-05,472.704,,,,HH,32768,A,1.4392343999352306,KLM,implicit,strong_error
0.0,0.0078125,5.217982002046657e-06,6.81573998970514e-06,951.9365,,,,HH,32768,A,1.8573471000418067,KLM,implicit,strong_error
0.0,0.00390625,2.5202648239956527e-06,3.2537226720925544e-06,1932.556,,,,HH,32768,A,2.407728800084442,KLM,implicit,strong_error
0.0,0.001953125,1.1716956982541385e-06,1.5163083958221828e-06,3989.1015,,,,HH,32768,A,2.6941152999643236,KLM,implicit,strong_error
nan,0.0625,0.003386755343139399,0.004706019457375578,16.0,,,,HH,32768,C,0.1464008002076298,FTE,fixed,strong_error
nan,0.03125,0.0023252670425684607,0.0032173559449378553,32.0,,,,HH,32768,C,0.11887740017846227,FTE,fixed,strong_error
nan,0.015625,0.0016996632088296538,0.0023446437964367408,64.0,,,,HH,32768,C,0.07897450006566942,FTE,fixed,strong_error
nan,0.0078125,0.0011586820500828453,0.001615584133068719,128.0,,,,HH,32768,C,0.07287100004032254,FTE,fixed,strong_error
nan,0.00390625,0.000790592393714388,0.0010728608588922435,256.0,,,,HH,32768,C,0.0754842001479119,FTE,fixed,strong_error
nan,0.001953125,0.0005580965687538962,0.0007702187602701048,512.0,,,,HH,32768,C,0.1138243000023067,FTE,fixed,strong_error
nan,0.0625,0.001124146643683708,0.0016948272845945893,16.0,0.05484375,0.051,0.035355339059327376,HH,32768,C,0.11352530005387962,ProjEuler,fixed,strong_error
nan,0.03125,0.0005895583834474684,0.0009074976448179116,32.0,0.025984375,0.025015625,0.025,HH,32768,C,0.10146530019119382,ProjEuler,fixed,strong_error
nan,0.015625,0.0003081405526550302,0.00048647469534359995,64.0,0.013046875,0.0128125,0.017677669529663688,HH,32768,C,0.08711909991689026,ProjEuler,fixed,strong_error
nan,0.0078125,0.00015890475889618528,0.00025638406605835363,128.0,0.00655859375,0.0065078125,0.0125,HH,32768,C,0.06160370004363358,ProjEuler,fixed,strong_error
nan,0.00390625,8.544846767821127e-05,0.0001467682511647881,256.0,0.00324609375,0.00323828125,0.008838834764831844,HH,32768,C,0.08269060007296503,ProjEuler,fixed,strong_error
nan,0.001953125,4.5462429082283294e-05,8.088823963380962e-05,512.0,0.0016181640625,0.0016162109375,0.00625,HH,32768,C,0.11372220003977418,ProjEuler,fixed,strong_error
nan,0.0625,0.0011933375093898856,0.0016257467825098505,16.0,,,,HH,32768,C,0.11393400002270937,KL,uniform,strong_error
nan,0.03125,0.0006225199404797989,0.0008411750104664215,32.0,,,,HH,32768,C,0.10077979997731745,KL,uniform,strong_error
nan,0.015625,0.0003159390028214807,0.0004230067680363356,64.0,,,,HH,32768,C,0.07984909997321665,KL,uniform,strong_error
nan,0.0078125,0.00016419931277330312,0.00022976860864992895,128.0,,,,HH,32768,C,0.06547380005940795,KL,uniform,strong_error
nan,0.00390625,8.465326579709483e-05,0.00012227241659420275,256.0,,,,HH,32768,C,0.06209679995663464,KL,uniform,strong_error
nan,0.001953125,4.33247504373728e-05,6.487904067223015e-05,512.0,,,,HH,32768,C,0.09094689995981753,KL,uniform,strong_error
0.05755362143167256,0.0625,9.947279546809139e-05,0.00015236958860585515,171.5965,,,,HH,32768,C,0.9591888000722975,KLM,implicit,strong_error
0.05512911908052666,0.03125,4.9860189106783015e-05,7.463259962662774e-05,343.675,,,,HH,32768,C,1.2484937000554055,KLM,implicit,strong_error
0.05363244495408201,0.015625,2.440941907062945e-05,3.619979007644078e-05,691.559,,,,HH,32768,C,1.5146355999168009,KLM,implicit,strong_error
0.05222712080562509,0.0078125,1.2282058413000865e-05,1.8927296489374583e-05,1402.7865,,,,HH,32768,C,2.4362425999715924,KLM,implicit,strong_error
0.0501747240442027,0.00390625,6.235636370986598e-06,1.0048631505051061e-05,2892.9905,,,,HH,32768,C,4.515629100147635,KLM,implicit,strong_error
0.046648718111038844,0.001953125,3.0721827290737227e-06,5.0713274019834085e-06,6200.1275,,,,HH,32768,C,4.980897899949923,KLM,implicit,strong_error
nan,0.0625,0.010224634097889632,0.017614665953276192,16.0,,,,HH,32768,D,0.13573409989476204,FTE,fixed,strong_error
nan,0.03125,0.008005749171787209,0.013444874593575075,32.0,,,,HH,32768,D,0.1407467001117766,FTE,fixed,strong_error
nan,0.015625,0.006420751214851204,0.011181677131330189,64.0,,,,HH,32768,D,0.11791400006040931,FTE,fixed,strong_error
nan,0.0078125,0.005134996824825167,0.009091350043047031,128.0,,,,HH,32768,D,0.10673489980399609,FTE,fixed,strong_error
nan,0.00390625,0.003988341545772829,0.00699069687621372,256.0,,,,HH,32768,D,0.1131972000002861,FTE,fixed,strong_error
nan,0.001953125,0.0029850306737083596,0.0053174698102545605,512.0,,,,HH,32768,D,0.13804170000366867,FTE,fixed,strong_error
nan,0.0625,0.006506968833832182,0.008987200592724709,16.0,0.2959375,0.2773125,0.0625,HH,32768,D,0.2035817001014948,ProjEuler,fixed,strong_error
nan,0.03125,0.004331931553940531,0.006253980357685144,32.0,0.21440625,0.207328125,0.04419417382415922,HH,32768,D,0.13490590010769665,ProjEuler,fixed,strong_error
nan,0.015625,0.0030657239600784393,0.004585548662409021,64.0,0.159890625,0.157140625,0.03125,HH,32768,D,0.11244209995493293,ProjEuler,fixed,strong_error
nan,0.0078125,0.0021399696403361502,0.0033418210988794455,128.0,0.1211171875,0.1200234375,0.02209708691207961,HH,32768,D,0.08204459981061518,ProjEuler,fixed,strong_error
nan,0.00390625,0.0015708879530445146,0.002573796515274138,256.0,0.093615234375,0.093203125,0.015625,HH,32768,D,0.09004929987713695,ProjEuler,fixed,strong_error
nan,0.001953125,0.0011451271023506808,0.0019254438065079951,512.0,0.072625,0.07246875,0.011048543456039806,HH,32768,D,0.17932490003295243,ProjEuler,fixed,strong_error
0.28075702680198933,0.0625,0.005795615872725268,0.009909535701978556,22.2185,,,,HH,32768,D,2.4309283001348376,KL,adaptive-soft-zero,strong_error
0.23649830512563785,0.03125,0.004275485507621557,0.007436861977716256,41.4485,,,,HH,32768,D,1.0438413999509066,KL,adaptive-soft-zero,strong_error
0.1960107720613982,0.015625,0.003534448146180517,0.006662282195487643,78.5365,,,,HH,32768,D,0.9342419998720288,KL,adaptive-soft-zero,strong_error
0.1638922548221132,0.0078125,0.0028336728403630593,0.00500724028082043,151.023,,,,HH,32768,D,0.9011562999803573,KL,adaptive-soft-zero,strong_error
0.1340705805822085,0.00390625,0.0021293960558762155,0.003958339095856767,292.0775,,,,HH,32768,D,0.9644479998387396,KL,adaptive-soft-zero,strong_error
0.10875968712701647,0.001953125,0.0016421423773611314,0.0031284219751511236,568.4735,,,,HH,32768,D,1.5084400000050664,KL,adaptive-soft-zero,strong_error
0.3556881128931839,0.0625,0.0008440839850281061,0.001465294470018572,312.4015,,,,HH,32768,D,1.4424894000403583,KLM,projected,strong_error
0.3767769385277837,0.03125,0.000579180405122693,0.0010501062662651114,644.226,,,,HH,32768,D,1.683669599937275,KLM,projected,strong_error
0.3937067147311932,0.015625,0.0003864557287677345,0.0007165577441382438,1323.776,,,,HH,32768,D,6.816086399834603,KLM,projected,strong_error
0.4015079130755346,0.0078125,0.0002513954348675509,0.0004660201322413885,2724.8255,,,,HH,32768,D,6.117769399890676,KLM,projected,strong_error
0.3987133253155141,0.00390625,0.00013863926863275994,0.00031149309185775765,5666.545,,,,HH,32768,D,9.730678800027817,KLM,projected,strong_error
0.3820644202165249,0.001953125,8.531453651019887e-05,0.00015655644514150414,12120.5895,,,,HH,32768,D,9.721342999953777,KLM,projected,strong_error
nan,0.0625,0.020094748445418583,0.04540658646259431,16.0,,,,HH,32768,E,0.21239169989712536,FTE,fixed,strong_error
nan,0.03125,0.017520590948717104,0.03725137611983301,32.0,,,,HH,32768,E,0.15192679991014302,FTE,fixed,strong_error
nan,0.015625,0.016594489004230033,0.03807558594412991,64.0,,,,HH,32768,E,0.12423049984499812,FTE,fixed,strong_error
nan,0.0078125,0.013284390305243234,0.029334534599697072,128.0,,,,HH,32768,E,0.09058280009776354,FTE,fixed,strong_error
nan,0.00390625,0.012224771054195567,0.029148468115125954,256.0,,,,HH,32768,E,0.08484150003641844,FTE,fixed,strong_error
nan,0.001953125,0.010831875586122933,0.02816595429469844,512.0,,,,HH,32768,E,0.1253878001589328,FTE,fixed,strong_error
nan,0.0625,0.022796753052682407,0.034036369149777805,16.0,0.45225,0.42615625,0.1,HH,32768,E,0.1378876999951899,ProjEuler,fixed,strong_error
nan,0.03125,0.016023866245280027,0.025916841277369016,32.0,0.365,0.354046875,0.07071067811865477,HH,32768,E,0.11896519991569221,ProjEuler,fixed,strong_error
nan,0.015625,0.011710059172071798,0.020191709988909033,64.0,0.29834375,0.2938515625,0.05,HH,32768,E,0.11608509998768568,ProjEuler,fixed,strong_error
nan,0.0078125,0.008773178347644692,0.016802656869582152,128.0,0.249296875,0.24733984375,0.03535533905932738,HH,32768,E,0.09861460002139211,ProjEuler,fixed,strong_error
nan,0.00390625,0.006812872394734755,0.014005938801017508,256.0,0.211765625,0.210935546875,0.025,HH,32768,E,0.10318280011415482,ProjEuler,fixed,strong_error
nan,0.001953125,0.00506775899249155,0.011209376674130056,512.0,0.1811884765625,0.1808232421875,0.01767766952966369,HH,32768,E,0.14688530005514622,ProjEuler,fixed,strong_error
0.45722208873938813,0.0625,0.015729328811423204,0.034411138047490145,49.944,,,,HH,32768,E,1.0822128998115659,KL,adaptive-soft-zero,strong_error
0.44673515565516725,0.03125,0.013574207990124845,0.03166265695989627,93.251,,,,HH,32768,E,1.2474068999290466,KL,adaptive-soft-zero,strong_error
0.43404842518564885,0.015625,0.011764313305161088,0.02725858505508589,175.735,,,,HH,32768,E,1.4606174998916686,KL,adaptive-soft-zero,strong_error
0.417645867561588,0.0078125,0.010908089104075643,0.02625174655025397,328.3715,,,,HH,32768,E,1.785201100166887,KL,adaptive-soft-zero,strong_error
0.4021991564725009,0.00390625,0.009396664235789567,0.023705027765644777,621.5565,,,,HH,32768,E,3.9613204000052065,KL,adaptive-soft-zero,strong_error
0.3852094997387252,0.001953125,0.009169911883492027,0.024766376572441882,1172.1375,,,,HH,32768,E,2.7697691000066698,KL,adaptive-soft-zero,strong_error
0.48009440296021444,0.0625,0.003980331018060466,0.009492477181926069,390.242,,,,HH,32768,E,1.1920323001686484,KLM,projected,strong_error
0.5096444777255725,0.03125,0.0025882936605351723,0.006458605140142331,839.3145,,,,HH,32768,E,1.3582407000940293,KLM,projected,strong_error
0.5446012453374385,0.015625,0.0016245893039058522,0.004004530544485181,1777.5905,,,,HH,32768,E,2.050323799951002,KLM,projected,strong_error
0.5724673559964083,0.0078125,0.0010156509205731168,0.002673379110328165,3741.4605,,,,HH,32768,E,3.690701900050044,KLM,projected,strong_error
0.5849741809784669,0.00390625,0.000676366994888704,0.002992852779239959,7891.856,,,,HH,32768,E,7.704496800201014,KLM,projected,strong_error
0.5796992440782287,0.001953125,0.0009369246296474032,0.0025116938604866886,16834.2155,,,,HH,32768,E,16.698078999994323,KLM,projected,strong_error
