sensitivity_kind,kappa,a,sigma,level,hmax,reference_power,reference_step,number_of_fine_steps,n_paths,rmse,backstop_fraction,mean_steps_per_path,runtime_s
klm_fig3_jax,2.0,0.9314285714285715,0.4316082880178673,5,0.03125,14,6.103515625e-05,16384,256,0.0002717607653846691,0.03587021531100478,261.25,0.42267098599995734
klm_fig3_jax,2.0,0.9314285714285715,0.4316082880178673,6,0.015625,14,6.103515625e-05,16384,256,0.0001398366241434231,0.03417153087570559,528.01171875,0.44888909599990257
klm_fig3_jax,2.0,0.9314285714285715,0.4316082880178673,7,0.0078125,14,6.103515625e-05,16384,256,8.456557954235917e-05,0.03222300064279885,1081.6953125,0.5024227719999317
klm_fig3_jax,2.0,0.9314285714285715,0.4316082880178673,8,0.00390625,14,6.103515625e-05,16384,256,3.61135128266824e-05,0.029961599091782615,2284.6953125,0.631834220000087
klm_fig3_jax,2.0,0.9314285714285715,0.4316082880178673,9,0.001953125,14,6.103515625e-05,16384,256,1.8678345211277962e-05,0.05861976753070302,4703.578125,0.8109038420000161
klm_fig3_jax,2.0,1.1542857142857144,0.4804759545046379,4,0.0625,14,6.103515625e-05,16384,256,0.0006578398526696649,0.08251825683477894,148.16796875,0.4210621980000724
klm_fig3_jax,2.0,1.1542857142857144,0.4804759545046379,5,0.03125,14,6.103515625e-05,16384,256,0.00036673215547032605,0.07717172778996886,297.27734375,0.45476089900000716
klm_fig3_jax,2.0,1.1542857142857144,0.4804759545046379,6,0.015625,14,6.103515625e-05,16384,256,0.00013137919148354011,0.07331444980055352,601.2734375,0.4548037000000704
klm_fig3_jax,2.0,1.1542857142857144,0.4804759545046379,7,0.0078125,14,6.103515625e-05,16384,256,9.362947464767343e-05,0.06934398867027465,1235.6875,0.5204326250000122
klm_fig3_jax,2.0,1.1542857142857144,0.4804759545046379,8,0.00390625,14,6.103515625e-05,16384,256,3.871775877016106e-05,0.06396717622294992,2631.4765625,0.6690515440000127
klm_fig3_jax,2.0,1.1542857142857144,0.4804759545046379,9,0.001953125,14,6.103515625e-05,16384,256,2.1062257158043984e-05,0.10373644276167922,5179.140625,0.8310079960000394
klm_fig3_jax,2.0,1.3771428571428572,0.5248128918277175,4,0.0625,14,6.103515625e-05,16384,256,0.0008709515681115401,0.13682181345224823,168.1875,0.41334428000004664
klm_fig3_jax,2.0,1.3771428571428572,0.5248128918277175,5,0.03125,14,6.103515625e-05,16384,256,0.0004520590760415522,0.12818194463764085,336.984375,0.43482962699999916
klm_fig3_jax,2.0,1.3771428571428572,0.5248128918277175,6,0.015625,14,6.103515625e-05,16384,256,0.000175290459467119,0.12192426402799013,682.16015625,0.47395833899997797
klm_fig3_jax,2.0,1.3771428571428572,0.5248128918277175,7,0.0078125,14,6.103515625e-05,16384,256,0.00010235865523746223,0.11545460616381181,1403.859375,0.5424310170000126
klm_fig3_jax,2.0,1.3771428571428572,0.5248128918277175,8,0.00390625,14,6.103515625e-05,16384,256,4.9203710967604115e-05,0.10599387582252916,2997.8515625,0.7106033860000025
klm_fig3_jax,2.0,1.3771428571428572,0.5248128918277175,9,0.001953125,14,6.103515625e-05,16384,256,2.2906702053646396e-05,0.15200414281608757,5627.2109375,0.8398790509999117
