sensitivity_kind,kappa,a,sigma,level,hmax,reference_power,reference_step,number_of_fine_steps,n_paths,rmse,backstop_fraction,mean_steps_per_path,runtime_s
klm_fig3_jax,2.0,1.1542857142857144,0.4804759545046379,7,0.0078125,18,3.814697265625e-06,262144,256,8.28088368657706e-05,0.07279680722771156,1172.5703125,0.5273736850000432
klm_fig3_jax,2.0,1.1542857142857144,0.4804759545046379,8,0.00390625,18,3.814697265625e-06,262144,256,4.112040539819656e-05,0.07163527027475997,2351.484375,0.6512624599999981
klm_fig3_jax,2.0,1.1542857142857144,0.4804759545046379,9,0.001953125,18,3.814697265625e-06,262144,256,2.5700335808917834e-05,0.07059802172373783,4733.4453125,0.8720518940000375
klm_fig3_jax,2.0,1.3771428571428572,0.5248128918277175,4,0.0625,18,3.814697265625e-06,262144,256,0.0007986659307631182,0.1376060981597961,167.05859375,0.42521377200000643
klm_fig3_jax,2.0,1.3771428571428572,0.5248128918277175,5,0.03125,18,3.814697265625e-06,262144,256,0.000373936963310256,0.1288624668092206,332.4765625,0.4350046629999724
klm_fig3_jax,2.0,1.3771428571428572,0.5248128918277175,6,0.015625,18,3.814697265625e-06,262144,256,0.00021023139147106988,0.12465121207483193,663.5703125,0.47033105800005615
klm_fig3_jax,2.0,1.3771428571428572,0.5248128918277175,7,0.0078125,18,3.814697265625e-06,262144,256,0.00011376596064088966,0.12144390174967541,1326.80859375,0.5379076379999788
klm_fig3_jax,2.0,1.3771428571428572,0.5248128918277175,8,0.00390625,18,3.814697265625e-06,262144,256,6.551206831590678e-05,0.11958914590930252,2659.85546875,0.6731089419999989
klm_fig3_jax,2.0,1.3771428571428572,0.5248128918277175,9,0.001953125,18,3.814697265625e-06,262144,256,2.885498037742963e-05,0.11760445129788187,5355.1796875,0.9277962649999836
klm_fig3_jax,2.0,1.6,0.5656854249492381,4,0.0625,18,3.814697265625e-06,262144,256,0.0010169673050263645,0.19996683456667289,188.44921875,0.4383922879999318
klm_fig3_jax,2.0,1.6,0.5656854249492381,5,0.03125,18,3.814697265625e-06,262144,256,0.0005019188543484875,0.18843087185366617,374.78515625,0.4485124079999423
klm_fig3_jax,2.0,1.6,0.5656854249492381,6,0.015625,18,3.814697265625e-06,262144,256,0.00026890240113359065,0.1818742841602644,746.91015625,0.4802890180000077
klm_fig3_jax,2.0,1.6,0.5656854249492381,7,0.0078125,18,3.814697265625e-06,262144,256,0.0001577107466592146,0.17755741701339883,1491.79296875,0.5526283749999266
klm_fig3_jax,2.0,1.6,0.5656854249492381,8,0.00390625,18,3.814697265625e-06,262144,256,8.88878434372487e-05,0.17397128686344596,2988.88671875,0.6944710440000108
klm_fig3_jax,2.0,1.6,0.5656854249492381,9,0.001953125,18,3.814697265625e-06,262144,256,5.0296776590154814e-05,0.1705879029131132,6014.42578125,0.9772408940000332
klm_fig3_jax,0.2,0.0,0.0,4,0.0625,14,6.103515625e-05,16384,256,7.426014387554997e-06,0.0,107.0,0.4225401179999153
klm_fig3_jax,0.2,0.0,0.0,5,0.03125,14,6.103515625e-05,16384,256,3.7276374051549432e-06,0.0,214.0,0.4223868719999473
klm_fig3_jax,0.2,0.0,0.0,6,0.015625,14,6.103515625e-05,16384,256,1.8759841603592509e-06,0.0,431.0,0.42108135700004823
klm_fig3_jax,0.2,0.0,0.0,7,0.0078125,14,6.103515625e-05,16384,256,9.515905029823523e-07,0.0,871.0,0.4399091270000781
klm_fig3_jax,0.2,0.0,0.0,8,0.00390625,14,6.103515625e-05,16384,256,4.893007379061509e-07,0.0,1784.0,0.46477414299999964
klm_fig3_jax,0.2,0.0,0.0,9,0.001953125,14,6.103515625e-05,16384,256,2.4925237848347215e-07,0.0,3929.0,0.5315125790000366
klm_fig3_jax,0.2,0.04,0.028284271247461905,4,0.0625,14,6.103515625e-05,16384,256,9.854023422839964e-06,0.0,107.5234375,0.4087656809999771
klm_fig3_jax,0.2,0.04,0.028284271247461905,5,0.03125,14,6.103515625e-05,16384,256,4.742886104690033e-06,0.0,215.21875,0.40911027000004196
klm_fig3_jax,0.2,0.04,0.028284271247461905,6,0.015625,14,6.103515625e-05,16384,256,2.4957908777731854e-06,0.0,432.73046875,0.4232087520000505
klm_fig3_jax,0.2,0.04,0.028284271247461905,7,0.0078125,14,6.103515625e-05,16384,256,1.1694237388800417e-06,0.0,876.31640625,0.4507900419999942
klm_fig3_jax,0.2,0.04,0.028284271247461905,8,0.00390625,14,6.103515625e-05,16384,256,6.072718867472888e-07,0.0,1798.97265625,0.4999115260000053
klm_fig3_jax,0.2,0.04,0.028284271247461905,9,0.001953125,14,6.103515625e-05,16384,256,3.137600446013387e-07,0.0,3879.26953125,0.5984727669999756
klm_fig3_jax,0.2,0.26285714285714284,0.07250615737399727,4,0.0625,14,6.103515625e-05,16384,256,1.6109759301452572e-05,0.0,110.8515625,0.41297994899991863
klm_fig3_jax,0.2,0.26285714285714284,0.07250615737399727,5,0.03125,14,6.103515625e-05,16384,256,8.254871242238846e-06,0.0,221.87890625,0.41689040999995086
klm_fig3_jax,0.2,0.26285714285714284,0.07250615737399727,6,0.015625,14,6.103515625e-05,16384,256,4.323936975091742e-06,0.0,446.25390625,0.42461786499995924
klm_fig3_jax,0.2,0.26285714285714284,0.07250615737399727,7,0.0078125,14,6.103515625e-05,16384,256,2.2205747736732394e-06,0.0,904.79296875,0.45439938000004076
klm_fig3_jax,0.2,0.26285714285714284,0.07250615737399727,8,0.00390625,14,6.103515625e-05,16384,256,1.0700150115896805e-06,0.0,1863.34765625,0.5002142899999171
klm_fig3_jax,0.2,0.26285714285714284,0.07250615737399727,9,0.001953125,14,6.103515625e-05,16384,256,5.752172849783813e-07,0.0,3979.859375,0.6241164979999212
klm_fig3_jax,0.2,0.4857142857142857,0.09856107606091623,4,0.0625,14,6.103515625e-05,16384,256,2.2794812218114897e-05,0.0,114.8125,0.4108367740000176
klm_fig3_jax,0.2,0.4857142857142857,0.09856107606091623,5,0.03125,14,6.103515625e-05,16384,256,1.0725502724854365e-05,0.0,229.9375,0.41994882399990274
klm_fig3_jax,0.2,0.4857142857142857,0.09856107606091623,6,0.015625,14,6.103515625e-05,16384,256,5.489836305702615e-06,0.0,462.80859375,0.4375254069999528
klm_fig3_jax,0.2,0.4857142857142857,0.09856107606091623,7,0.0078125,14,6.103515625e-05,16384,256,2.6796503307094506e-06,0.0,939.34375,0.47487896000006913
klm_fig3_jax,0.2,0.4857142857142857,0.09856107606091623,8,0.00390625,14,6.103515625e-05,16384,256,1.4285583426063422e-06,0.0,1939.23828125,0.545700436000061
klm_fig3_jax,0.2,0.4857142857142857,0.09856107606091623,9,0.001953125,14,6.103515625e-05,16384,256,6.681758275387936e-07,0.0003209540782283335,4162.39453125,0.7244193740000355
klm_fig3_jax,0.2,0.7085714285714286,0.11904380946285521,4,0.0625,14,6.103515625e-05,16384,256,2.4353243519916467e-05,0.0011406596271672533,119.859375,0.41595784300000105
klm_fig3_jax,0.2,0.7085714285714286,0.11904380946285521,5,0.03125,14,6.103515625e-05,16384,256,1.176420159612783e-05,0.0010897321210741181,240.16796875,0.4185148269999672
klm_fig3_jax,0.2,0.7085714285714286,0.11904380946285521,6,0.015625,14,6.103515625e-05,16384,256,5.907856222955841e-06,0.0010413555381547826,483.89453125,0.44318521600007443
klm_fig3_jax,0.2,0.7085714285714286,0.11904380946285521,7,0.0078125,14,6.103515625e-05,16384,256,3.1592127063452946e-06,0.0010400127024452208,984.0625,0.4990333920000012
klm_fig3_jax,0.2,0.7085714285714286,0.11904380946285521,8,0.00390625,14,6.103515625e-05,16384,256,1.5974705698936558e-06,0.0010012060416945843,2040.5078125,0.6159502780000139
klm_fig3_jax,0.2,0.7085714285714286,0.11904380946285521,9,0.001953125,14,6.103515625e-05,16384,256,7.017234026200603e-07,0.0037987504833805774,4404.203125,0.789905478000037
klm_fig3_jax,0.2,0.9314285714285715,0.13648652471424214,4,0.0625,14,6.103515625e-05,16384,256,2.4876098093713115e-05,0.006739627774686206,126.3515625,0.41688998499989793
klm_fig3_jax,0.2,0.9314285714285715,0.13648652471424214,5,0.03125,14,6.103515625e-05,16384,256,1.2162965377514187e-05,0.006473888649115235,253.421875,0.42976790800003073
klm_fig3_jax,0.2,0.9314285714285715,0.13648652471424214,6,0.015625,14,6.103515625e-05,16384,256,6.339356860579407e-06,0.006441900628142623,511.1796875,0.4629138209999155
klm_fig3_jax,0.2,0.9314285714285715,0.13648652471424214,7,0.0078125,14,6.103515625e-05,16384,256,3.2996075009073512e-06,0.006336137730387967,1041.890625,0.5292051070000525
klm_fig3_jax,0.2,0.9314285714285715,0.13648652471424214,8,0.00390625,14,6.103515625e-05,16384,256,1.7136017478081337e-06,0.006059374679725189,2172.51171875,0.6907959220000066
klm_fig3_jax,0.2,0.9314285714285715,0.13648652471424214,9,0.001953125,14,6.103515625e-05,16384,256,8.656867263653041e-07,0.012957114236506877,4667.7421875,0.8153863669999737
klm_fig3_jax,0.2,1.1542857142857144,0.15193983771780953,4,0.0625,14,6.103515625e-05,16384,256,2.758376165246893e-05,0.017431725740848343,134.453125,0.4166516060000731
klm_fig3_jax,0.2,1.1542857142857144,0.15193983771780953,5,0.03125,14,6.103515625e-05,16384,256,1.3380628230850858e-05,0.016889056123187356,269.9140625,0.43500683699994624
klm_fig3_jax,0.2,1.1542857142857144,0.15193983771780953,6,0.015625,14,6.103515625e-05,16384,256,6.929313070970108e-06,0.01642926745385762,545.1875,0.46995145899995805
klm_fig3_jax,0.2,1.1542857142857144,0.15193983771780953,7,0.0078125,14,6.103515625e-05,16384,256,3.5814008378816322e-06,0.016134682210514516,1115.125,0.5595945740000161
klm_fig3_jax,0.2,1.1542857142857144,0.15193983771780953,8,0.00390625,14,6.103515625e-05,16384,256,1.69010093323603e-06,0.015294115684891182,2342.09765625,0.7241104529999802
klm_fig3_jax,0.2,1.1542857142857144,0.15193983771780953,9,0.001953125,14,6.103515625e-05,16384,256,9.090423779096996e-07,0.032401795522557675,4949.8125,0.8261650109999437
klm_fig3_jax,0.2,1.3771428571428572,0.16596040835951553,4,0.0625,14,6.103515625e-05,16384,256,3.212097228536968e-05,0.0417050316849916,144.2421875,0.4198863489999667
klm_fig3_jax,0.2,1.3771428571428572,0.16596040835951553,5,0.03125,14,6.103515625e-05,16384,256,1.536004013485104e-05,0.040772040488994916,289.81640625,0.4332258780000302
klm_fig3_jax,0.2,1.3771428571428572,0.16596040835951553,6,0.015625,14,6.103515625e-05,16384,256,8.429285202060795e-06,0.03983336110648225,586.03515625,0.4845579050000879
klm_fig3_jax,0.2,1.3771428571428572,0.16596040835951553,7,0.0078125,14,6.103515625e-05,16384,256,3.633796630244529e-06,0.03876490707866776,1201.453125,0.5628843019999294
klm_fig3_jax,0.2,1.3771428571428572,0.16596040835951553,8,0.00390625,14,6.103515625e-05,16384,256,1.8052492591764712e-06,0.036551385271316635,2536.02734375,0.7791354910000337
klm_fig3_jax,0.2,1.3771428571428572,0.16596040835951553,9,0.001953125,14,6.103515625e-05,16384,256,8.425372675681608e-07,0.0586347657023771,5225.80859375,0.8298015490000807
klm_fig3_jax,0.2,1.6,0.1788854381999832,4,0.0625,14,6.103515625e-05,16384,256,3.8348362785160175e-05,0.07729869868358126,155.19140625,0.4222496869999759
klm_fig3_jax,0.2,1.6,0.1788854381999832,5,0.03125,14,6.103515625e-05,16384,256,1.9237911735972245e-05,0.07584600355684692,311.8984375,0.44549165599994467
klm_fig3_jax,0.2,1.6,0.1788854381999832,6,0.015625,14,6.103515625e-05,16384,256,9.568125656350788e-06,0.07425080767945337,631.1484375,0.48728135800001837
klm_fig3_jax,0.2,1.6,0.1788854381999832,7,0.0078125,14,6.103515625e-05,16384,256,3.933400569258267e-06,0.0717316373702923,1295.35546875,0.5724770389999776
klm_fig3_jax,0.2,1.6,0.1788854381999832,8,0.00390625,14,6.103515625e-05,16384,256,1.7988568185295666e-06,0.06753617322098446,2740.71875,0.7897269889999734
klm_fig3_jax,0.2,1.6,0.1788854381999832,9,0.001953125,14,6.103515625e-05,16384,256,9.717236589073538e-07,0.08498149041073322,5500.73828125,0.8382478589999209
klm_fig3_jax,0.2,0.0,0.0,4,0.0625,16,1.52587890625e-05,65536,256,7.411794139728506e-06,0.0,107.0,0.4122736840000698
klm_fig3_jax,0.2,0.0,0.0,5,0.03125,16,1.52587890625e-05,65536,256,3.7089999515849126e-06,0.0,213.0,0.4140421670000478
klm_fig3_jax,0.2,0.0,0.0,6,0.015625,16,1.52587890625e-05,65536,256,1.8586167371582862e-06,0.0,426.0,0.7095976769999197
klm_fig3_jax,0.2,0.0,0.0,7,0.0078125,16,1.52587890625e-05,65536,256,9.319645048189163e-07,0.0,855.0,0.4389346689999911
klm_fig3_jax,0.2,0.0,0.0,8,0.00390625,16,1.52587890625e-05,65536,256,4.6897847990473585e-07,0.0,1721.0,0.46313008899994657
klm_fig3_jax,0.2,0.0,0.0,9,0.001953125,16,1.52587890625e-05,65536,256,2.3791054836255765e-07,0.0,3482.0,0.5194231589999845
klm_fig3_jax,0.2,0.04,0.028284271247461905,4,0.0625,16,1.52587890625e-05,65536,256,9.797071894161016e-06,0.0,107.31640625,0.41347551500007285
klm_fig3_jax,0.2,0.04,0.028284271247461905,5,0.03125,16,1.52587890625e-05,65536,256,4.821903977227031e-06,0.0,214.18359375,0.42044504800003324
klm_fig3_jax,0.2,0.04,0.028284271247461905,6,0.015625,16,1.52587890625e-05,65536,256,2.478509224952256e-06,0.0,428.49609375,0.4173499160000347
klm_fig3_jax,0.2,0.04,0.028284271247461905,7,0.0078125,16,1.52587890625e-05,65536,256,1.1989069970164845e-06,0.0,859.26171875,0.460396332000073
klm_fig3_jax,0.2,0.04,0.028284271247461905,8,0.00390625,16,1.52587890625e-05,65536,256,6.199940002023259e-07,0.0,1729.359375,0.4685532509998893
klm_fig3_jax,0.2,0.04,0.028284271247461905,9,0.001953125,16,1.52587890625e-05,65536,256,3.059405688462935e-07,0.0,3503.62890625,0.5343422830000009
klm_fig3_jax,0.2,0.26285714285714284,0.07250615737399727,4,0.0625,16,1.52587890625e-05,65536,256,1.687410881038915e-05,0.0,110.51953125,0.40122528100005184
klm_fig3_jax,0.2,0.26285714285714284,0.07250615737399727,5,0.03125,16,1.52587890625e-05,65536,256,8.348991273084897e-06,0.0,220.7109375,0.41321950899998683
klm_fig3_jax,0.2,0.26285714285714284,0.07250615737399727,6,0.015625,16,1.52587890625e-05,65536,256,4.168606398884706e-06,0.0,441.67578125,0.4177850930000204
klm_fig3_jax,0.2,0.26285714285714284,0.07250615737399727,7,0.0078125,16,1.52587890625e-05,65536,256,2.298053464748284e-06,0.0,885.859375,0.44495752900002117
klm_fig3_jax,0.2,0.26285714285714284,0.07250615737399727,8,0.00390625,16,1.52587890625e-05,65536,256,1.0020940269915495e-06,0.0,1783.6328125,0.48528552000004765
klm_fig3_jax,0.2,0.26285714285714284,0.07250615737399727,9,0.001953125,16,1.52587890625e-05,65536,256,5.292578406678393e-07,0.0,3617.87890625,0.5885256779999963
klm_fig3_jax,0.2,0.4857142857142857,0.09856107606091623,4,0.0625,16,1.52587890625e-05,65536,256,2.370329157978885e-05,0.0,114.453125,0.40538821699999517
klm_fig3_jax,0.2,0.4857142857142857,0.09856107606091623,5,0.03125,16,1.52587890625e-05,65536,256,1.1048201251062309e-05,0.0,228.66796875,0.4230167509999774
klm_fig3_jax,0.2,0.4857142857142857,0.09856107606091623,6,0.015625,16,1.52587890625e-05,65536,256,5.28131884329263e-06,0.0,457.6640625,0.4298631999999998
klm_fig3_jax,0.2,0.4857142857142857,0.09856107606091623,7,0.0078125,16,1.52587890625e-05,65536,256,2.7781760005871727e-06,0.0,918.2421875,0.4652303859999165
klm_fig3_jax,0.2,0.4857142857142857,0.09856107606091623,8,0.00390625,16,1.52587890625e-05,65536,256,1.373159660786623e-06,0.0,1849.82421875,0.5243144659999643
klm_fig3_jax,0.2,0.4857142857142857,0.09856107606091623,9,0.001953125,16,1.52587890625e-05,65536,256,6.070405917346667e-07,0.0,3756.5,0.655735916000026
klm_fig3_jax,0.2,0.7085714285714286,0.11904380946285521,4,0.0625,16,1.52587890625e-05,65536,256,2.446671428536198e-05,0.0010459909129539437,119.50390625,0.4124726189999137
klm_fig3_jax,0.2,0.7085714285714286,0.11904380946285521,5,0.03125,16,1.52587890625e-05,65536,256,1.2023523517681683e-05,0.0010962221240530768,238.74609375,0.4297277990000339
klm_fig3_jax,0.2,0.7085714285714286,0.11904380946285521,6,0.015625,16,1.52587890625e-05,65536,256,5.724981846806396e-06,0.0010542919489690006,477.95703125,0.44473407899999984
klm_fig3_jax,0.2,0.7085714285714286,0.11904380946285521,7,0.0078125,16,1.52587890625e-05,65536,256,2.9947664658944608e-06,0.001050415891408168,959.44140625,0.5336709240000346
klm_fig3_jax,0.2,0.7085714285714286,0.11904380946285521,8,0.00390625,16,1.52587890625e-05,65536,256,1.4244890555243925e-06,0.0010460124309894308,1934.4296875,0.583902964999993
klm_fig3_jax,0.2,0.7085714285714286,0.11904380946285521,9,0.001953125,16,1.52587890625e-05,65536,256,7.420343741839045e-07,0.001031269603055496,3935.53125,0.779483904000017
klm_fig3_jax,0.2,0.9314285714285715,0.13648652471424214,4,0.0625,16,1.52587890625e-05,65536,256,2.498180612113713e-05,0.006639158626252598,125.91015625,0.4131092320000107
klm_fig3_jax,0.2,0.9314285714285715,0.13648652471424214,5,0.03125,16,1.52587890625e-05,65536,256,1.2883784929304954e-05,0.006581398236681982,251.65625,0.42192794799996136
klm_fig3_jax,0.2,0.9314285714285715,0.13648652471424214,6,0.015625,16,1.52587890625e-05,65536,256,6.4268419246789715e-06,0.006602757348667437,504.05078125,0.4535913930000106
klm_fig3_jax,0.2,0.9314285714285715,0.13648652471424214,7,0.0078125,16,1.52587890625e-05,65536,256,3.1830077699400786e-06,0.006535897277609729,1012.4375,0.5222451089999822
klm_fig3_jax,0.2,0.9314285714285715,0.13648652471424214,8,0.00390625,16,1.52587890625e-05,65536,256,1.6250057275750803e-06,0.0064474076566072075,2043.578125,0.6388819720000356
klm_fig3_jax,0.2,0.9314285714285715,0.13648652471424214,9,0.001953125,16,1.52587890625e-05,65536,256,8.467822325014721e-07,0.006306676190422626,4167.2109375,0.917895557999941
klm_fig3_jax,0.2,1.1542857142857144,0.15193983771780953,4,0.0625,16,1.52587890625e-05,65536,256,2.7528562037445672e-05,0.017180526791704342,133.91796875,0.4245058380000728
klm_fig3_jax,0.2,1.1542857142857144,0.15193983771780953,5,0.03125,16,1.52587890625e-05,65536,256,1.4496254386806518e-05,0.017242636868900527,267.77734375,0.4407203370000161
klm_fig3_jax,0.2,1.1542857142857144,0.15193983771780953,6,0.015625,16,1.52587890625e-05,65536,256,6.69982275973501e-06,0.016809108513023602,536.5859375,0.4747155520000206
klm_fig3_jax,0.2,1.1542857142857144,0.15193983771780953,7,0.0078125,16,1.52587890625e-05,65536,256,3.399834493867254e-06,0.016658577048182733,1078.4140625,0.5468869719999248
klm_fig3_jax,0.2,1.1542857142857144,0.15193983771780953,8,0.00390625,16,1.52587890625e-05,65536,256,1.6661797797886614e-06,0.016463559949183002,2180.00390625,0.6961957999999413
klm_fig3_jax,0.2,1.1542857142857144,0.15193983771780953,9,0.001953125,16,1.52587890625e-05,65536,256,9.78604683822744e-07,0.016071189299535757,4460.37890625,1.010187449
klm_fig3_jax,0.2,1.3771428571428572,0.16596040835951553,4,0.0625,16,1.52587890625e-05,65536,256,3.1256846953884616e-05,0.04168932883715871,143.640625,0.44751338000003216
klm_fig3_jax,0.2,1.3771428571428572,0.16596040835951553,5,0.03125,16,1.52587890625e-05,65536,256,1.526292722202697e-05,0.04120598914772959,287.23828125,0.44222781999997096
klm_fig3_jax,0.2,1.3771428571428572,0.16596040835951553,6,0.015625,16,1.52587890625e-05,65536,256,8.470567736000958e-06,0.040716921741018125,575.8125,0.48441360300000724
klm_fig3_jax,0.2,1.3771428571428572,0.16596040835951553,7,0.0078125,16,1.52587890625e-05,65536,256,4.32965210298887e-06,0.04012994329317865,1157.95703125,0.5605823959999725
klm_fig3_jax,0.2,1.3771428571428572,0.16596040835951553,8,0.00390625,16,1.52587890625e-05,65536,256,2.157752832017963e-06,0.039610215345020426,2343.44140625,0.7264409239999168
klm_fig3_jax,0.2,1.3771428571428572,0.16596040835951553,9,0.001953125,16,1.52587890625e-05,65536,256,1.1448724087326366e-06,0.038542216096153985,4806.41796875,1.0644090790001428
klm_fig3_jax,0.2,1.6,0.1788854381999832,4,0.0625,16,1.52587890625e-05,65536,256,3.690028611394956e-05,0.0777808683338812,154.48046875,0.4265337360000103
klm_fig3_jax,0.2,1.6,0.1788854381999832,5,0.03125,16,1.52587890625e-05,65536,256,2.0458846551177177e-05,0.0764271628659554,309.015625,0.4533845879998353
klm_fig3_jax,0.2,1.6,0.1788854381999832,6,0.015625,16,1.52587890625e-05,65536,256,1.0106318593920801e-05,0.07531905770782889,619.5,0.4912455740000041
klm_fig3_jax,0.2,1.6,0.1788854381999832,7,0.0078125,16,1.52587890625e-05,65536,256,6.79977766633717e-06,0.07471910992713313,1246.38671875,0.5696299460000773
klm_fig3_jax,0.2,1.6,0.1788854381999832,8,0.00390625,16,1.52587890625e-05,65536,256,3.9948272103981534e-06,0.07333906004534937,2523.80859375,0.7419964839998556
klm_fig3_jax,0.2,1.6,0.1788854381999832,9,0.001953125,16,1.52587890625e-05,65536,256,1.4445537265078587e-06,0.07120293594245697,5182.53515625,1.0982591409999714
klm_fig3_jax,0.2,0.0,0.0,4,0.0625,18,3.814697265625e-06,262144,256,7.409648236800932e-06,0.0,107.0,0.42981359400005203
klm_fig3_jax,0.2,0.0,0.0,5,0.03125,18,3.814697265625e-06,262144,256,3.704207328734249e-06,0.0,213.0,0.45129749000011543
klm_fig3_jax,0.2,0.0,0.0,6,0.015625,18,3.814697265625e-06,262144,256,1.85396910258942e-06,0.0,425.0,0.4285927989999436
klm_fig3_jax,0.2,0.0,0.0,7,0.0078125,18,3.814697265625e-06,262144,256,9.274621927089777e-07,0.0,851.0,0.4316376459998992
klm_fig3_jax,0.2,0.0,0.0,8,0.00390625,18,3.814697265625e-06,262144,256,4.6451087296062177e-07,0.0,1704.0,0.4650776009998481
klm_fig3_jax,0.2,0.0,0.0,9,0.001953125,18,3.814697265625e-06,262144,256,2.330045294138272e-07,0.0,3419.0,0.5310795410000537
klm_fig3_jax,0.2,0.04,0.028284271247461905,4,0.0625,18,3.814697265625e-06,262144,256,9.756878114955293e-06,0.0,107.22265625,0.40881386999990355
klm_fig3_jax,0.2,0.04,0.028284271247461905,5,0.03125,18,3.814697265625e-06,262144,256,4.7697076424837065e-06,0.0,213.89453125,0.4124718100001701
klm_fig3_jax,0.2,0.04,0.028284271247461905,6,0.015625,18,3.814697265625e-06,262144,256,2.3645951511432727e-06,0.0,427.4140625,0.42083884600015153
klm_fig3_jax,0.2,0.04,0.028284271247461905,7,0.0078125,18,3.814697265625e-06,262144,256,1.191591438409192e-06,0.0,855.03515625,0.43827000999999655
klm_fig3_jax,0.2,0.04,0.028284271247461905,8,0.00390625,18,3.814697265625e-06,262144,256,6.041078269304174e-07,0.0,1712.328125,0.47444330499979515
klm_fig3_jax,0.2,0.04,0.028284271247461905,9,0.001953125,18,3.814697265625e-06,262144,256,2.981585057155859e-07,0.0,3435.39453125,0.5338423030000286
klm_fig3_jax,0.2,0.26285714285714284,0.07250615737399727,4,0.0625,18,3.814697265625e-06,262144,256,1.6707530420267995e-05,0.0,110.4375,0.41371190900008514
klm_fig3_jax,0.2,0.26285714285714284,0.07250615737399727,5,0.03125,18,3.814697265625e-06,262144,256,8.4582842565755e-06,0.0,220.44140625,0.4236468000001423
klm_fig3_jax,0.2,0.26285714285714284,0.07250615737399727,6,0.015625,18,3.814697265625e-06,262144,256,4.307563817153575e-06,0.0,440.546875,0.43257739799992123
klm_fig3_jax,0.2,0.26285714285714284,0.07250615737399727,7,0.0078125,18,3.814697265625e-06,262144,256,2.050530240572416e-06,0.0,881.2890625,0.45163703000002897
klm_fig3_jax,0.2,0.26285714285714284,0.07250615737399727,8,0.00390625,18,3.814697265625e-06,262144,256,1.0906964927634346e-06,0.0,1765.08984375,0.5192887290002091
klm_fig3_jax,0.2,0.26285714285714284,0.07250615737399727,9,0.001953125,18,3.814697265625e-06,262144,256,5.134589648206695e-07,0.0,3541.96484375,0.5894297889999507
klm_fig3_jax,0.2,0.4857142857142857,0.09856107606091623,4,0.0625,18,3.814697265625e-06,262144,256,2.301815056677867e-05,0.0,114.37890625,0.41100211600019065
klm_fig3_jax,0.2,0.4857142857142857,0.09856107606091623,5,0.03125,18,3.814697265625e-06,262144,256,1.0490684747606133e-05,0.0,228.3515625,0.4114594890002081
klm_fig3_jax,0.2,0.4857142857142857,0.09856107606091623,6,0.015625,18,3.814697265625e-06,262144,256,4.9561163814956e-06,0.0,456.3984375,0.43178709599987997
klm_fig3_jax,0.2,0.4857142857142857,0.09856107606091623,7,0.0078125,18,3.814697265625e-06,262144,256,2.3440230279917313e-06,0.0,913.171875,0.4662656010000319
klm_fig3_jax,0.2,0.4857142857142857,0.09856107606091623,8,0.00390625,18,3.814697265625e-06,262144,256,1.3330860540105852e-06,0.0,1829.1875,0.5220120989999941
klm_fig3_jax,0.2,0.4857142857142857,0.09856107606091623,9,0.001953125,18,3.814697265625e-06,262144,256,6.731878614229281e-07,0.0,3671.609375,0.6506015639999987
klm_fig3_jax,0.2,0.7085714285714286,0.11904380946285521,4,0.0625,18,3.814697265625e-06,262144,256,2.3797465225065746e-05,0.0010795603245223764,119.40625,0.4120942230001674
klm_fig3_jax,0.2,0.7085714285714286,0.11904380946285521,5,0.03125,18,3.814697265625e-06,262144,256,1.1565783756570285e-05,0.0010651896037494673,238.3671875,0.4174556020000182
klm_fig3_jax,0.2,0.7085714285714286,0.11904380946285521,6,0.015625,18,3.814697265625e-06,262144,256,5.956879810978153e-06,0.0010901907423953047,476.55078125,0.45245531099999425
klm_fig3_jax,0.2,0.7085714285714286,0.11904380946285521,7,0.0078125,18,3.814697265625e-06,262144,256,2.853425385052315e-06,0.00106505870111995,953.5859375,0.4822316669999509
klm_fig3_jax,0.2,0.7085714285714286,0.11904380946285521,8,0.00390625,18,3.814697265625e-06,262144,256,1.4632726156546382e-06,0.0010611240145245184,1910.5625,0.5833501570000408
klm_fig3_jax,0.2,0.7085714285714286,0.11904380946285521,9,0.001953125,18,3.814697265625e-06,262144,256,7.014601731120475e-07,0.0010558887946474482,3836.37109375,0.7623574379999809
klm_fig3_jax,0.2,0.9314285714285715,0.13648652471424214,4,0.0625,18,3.814697265625e-06,262144,256,2.4856060045984604e-05,0.0066147014067886095,125.78515625,0.42630744799998865
klm_fig3_jax,0.2,0.9314285714285715,0.13648652471424214,5,0.03125,18,3.814697265625e-06,262144,256,1.2749062236464596e-05,0.006498655182599773,251.25390625,0.4370645889998741
klm_fig3_jax,0.2,0.9314285714285715,0.13648652471424214,6,0.015625,18,3.814697265625e-06,262144,256,6.183633560325218e-06,0.006632970451010887,502.34375,0.46132723599998826
klm_fig3_jax,0.2,0.9314285714285715,0.13648652471424214,7,0.0078125,18,3.814697265625e-06,262144,256,3.3158038646519046e-06,0.006542600722638797,1005.4296875,0.5248275359999752
klm_fig3_jax,0.2,0.9314285714285715,0.13648652471424214,8,0.00390625,18,3.814697265625e-06,262144,256,1.7192480779926182e-06,0.006546273644706183,2015.1015625,0.6427278880000813
klm_fig3_jax,0.2,0.9314285714285715,0.13648652471424214,9,0.001953125,18,3.814697265625e-06,262144,256,8.243961326954173e-07,0.0064906432268927025,4048.49609375,0.8760455489998549
