sensitivity_kind,regime,scheme,scheme_variant,reference,reference_n_steps,dt,l1,l2,runtime_s,mean_steps_per_path,backstop_fraction
strong_error,D,FTE,fixed,HH,4096,0.03125,0.007496360245060067,0.012950810010317561,0.09529006700006448,32.0,0.0
strong_error,D,FTE,fixed,HH,4096,0.015625,0.005964533875578578,0.010749373641505338,0.09556758299993362,64.0,0.0
strong_error,D,FTE,fixed,HH,4096,0.0078125,0.004647519115451758,0.008501854609862282,0.0969290399999636,128.0,0.0
strong_error,D,FTE,fixed,HH,4096,0.00390625,0.00349910414646598,0.006053490669495019,0.09912226300002658,256.0,0.0
strong_error,D,ProjEuler,fixed,HH,4096,0.125,0.009686855350593184,0.012832388985751158,0.09481520500003171,8.0,0.0
strong_error,D,ProjEuler,fixed,HH,4096,0.0625,0.00614085620346242,0.008433837663326864,0.0959959130000243,16.0,0.0
strong_error,D,ProjEuler,fixed,HH,4096,0.03125,0.003961520611546771,0.0057236567002525995,0.09381643400001849,32.0,0.0
strong_error,D,ProjEuler,fixed,HH,4096,0.015625,0.0026618627776401277,0.004024535524917269,0.09384332900003756,64.0,0.0
strong_error,D,ProjEuler,fixed,HH,4096,0.0078125,0.0017573404151122287,0.002780425405025099,0.09358078800005387,128.0,0.0
strong_error,D,ProjEuler,fixed,HH,4096,0.00390625,0.0011813063203066913,0.0019234774281122315,0.09499717200003488,256.0,0.0
strong_error,D,KL,adaptive-soft-zero,HH,4096,0.125,0.007515232756036618,0.01307136470038219,0.4492093939999222,12.2195,0.3311101108883342
strong_error,D,KL,adaptive-soft-zero,HH,4096,0.0625,0.005541070907182722,0.009697530744088871,0.3520377610000196,22.3185,0.28384524049555304
strong_error,D,KL,adaptive-soft-zero,HH,4096,0.03125,0.004335781091815033,0.008078433131425783,0.3444048679999696,41.446,0.23674178449066255
strong_error,D,KL,adaptive-soft-zero,HH,4096,0.015625,0.0033709699264868527,0.005991469873991578,0.37553225499993914,78.6585,0.198694355981871
strong_error,D,KL,adaptive-soft-zero,HH,4096,0.0078125,0.002648955378111749,0.0048014014757129285,0.3581288279999626,150.825,0.16453174208519808
strong_error,D,KL,adaptive-soft-zero,HH,4096,0.00390625,0.0020310674723866802,0.0038201177733502662,0.35459356299998035,290.4225,0.13117785295560777
strong_error,D,KLM,adaptive-backstop,HH,4096,0.125,0.0009497650200174896,0.0016208052101739218,0.4466219880000608,154.5715,0.34304512798284287
strong_error,D,KLM,adaptive-backstop,HH,4096,0.0625,0.0005758184115635608,0.0009709286714613155,0.445348906999925,325.7135,0.3536773882568576
strong_error,D,KLM,adaptive-backstop,HH,4096,0.03125,0.0002995526966637112,0.0005243108041809687,0.4862003310000773,689.7095,0.366072962602371
strong_error,D,KLM,adaptive-backstop,HH,4096,0.015625,0.0001711157346581623,0.00024951156721321726,0.55293333599991,1491.7425,0.36081964548171014
strong_error,D,KLM,adaptive-backstop,HH,4096,0.0078125,0.00016993254990068434,0.0002559854713902191,0.5574664230000508,2225.2,0.41452363832464495
strong_error,D,KLM,adaptive-backstop,HH,4096,0.00390625,0.00017001718614090356,0.0002595565146497958,0.5676276309999366,3148.9185,0.4844893572189944
strong_error,D,FTE,fixed,HH,16384,0.125,0.0122202976356833,0.020729726644416482,0.09579809599995315,8.0,0.0
strong_error,D,FTE,fixed,HH,16384,0.0625,0.009745982441523936,0.01657783801392447,0.09743956299996626,16.0,0.0
strong_error,D,FTE,fixed,HH,16384,0.03125,0.007466652781659001,0.012873482670897872,0.09261747100003959,32.0,0.0
strong_error,D,FTE,fixed,HH,16384,0.015625,0.005947938592914275,0.010680567523632967,0.09326169399992068,64.0,0.0
strong_error,D,FTE,fixed,HH,16384,0.0078125,0.004646860982292413,0.008447552304536126,0.09333773299999848,128.0,0.0
strong_error,D,FTE,fixed,HH,16384,0.00390625,0.003502279603199157,0.006003816994795971,0.09455418599998211,256.0,0.0
strong_error,D,ProjEuler,fixed,HH,16384,0.125,0.009979281100543514,0.013224833592666626,0.09219179399997302,8.0,0.0
strong_error,D,ProjEuler,fixed,HH,16384,0.0625,0.006423717046105829,0.008841776912626368,0.09225930500008417,16.0,0.0
strong_error,D,ProjEuler,fixed,HH,16384,0.03125,0.00425529445421549,0.006147423454666782,0.09538015800001176,32.0,0.0
strong_error,D,ProjEuler,fixed,HH,16384,0.015625,0.0029354264122103528,0.004436583066126104,0.09991068700003325,64.0,0.0
strong_error,D,ProjEuler,fixed,HH,16384,0.0078125,0.0020346322834648377,0.0031873963168398854,0.09843072499995742,128.0,0.0
strong_error,D,ProjEuler,fixed,HH,16384,0.00390625,0.001420997378877638,0.0023104595129022055,0.09751398200000949,256.0,0.0
strong_error,D,KL,adaptive-soft-zero,HH,16384,0.125,0.007422181274126226,0.012941581679546857,0.34981851899999583,12.2205,0.33038746368806515
strong_error,D,KL,adaptive-soft-zero,HH,16384,0.0625,0.005456311654342365,0.009325365389270975,0.34922937199996795,22.336,0.284809276504298
strong_error,D,KL,adaptive-soft-zero,HH,16384,0.03125,0.004326345730248849,0.007804289388440464,0.35083128700000543,41.572,0.23867025882805734
strong_error,D,KL,adaptive-soft-zero,HH,16384,0.015625,0.003232929235913334,0.005872282173427454,0.3515559840000151,78.8775,0.2000253557731926
strong_error,D,KL,adaptive-soft-zero,HH,16384,0.0078125,0.0026206617398017553,0.005068303299074169,0.359153794000008,151.2775,0.1656855778288245
strong_error,D,KL,adaptive-soft-zero,HH,16384,0.00390625,0.0021034380484506645,0.004109059419704592,0.3715753639999093,292.6825,0.1365216574274171
strong_error,D,KLM,adaptive-backstop,HH,16384,0.125,0.0011187054571934502,0.0018601989516074638,0.45450835899998765,152.6055,0.3450727529479606
strong_error,D,KLM,adaptive-backstop,HH,16384,0.0625,0.0007649092773708656,0.0013079519177497667,0.4701356790000091,317.9035,0.3596122722775937
strong_error,D,KLM,adaptive-backstop,HH,16384,0.03125,0.0004907885016744399,0.0008575938077682717,0.49311908499998935,658.2445,0.3797289608952297
strong_error,D,KLM,adaptive-backstop,HH,16384,0.015625,0.0003259572549905496,0.0005774063771550622,0.5506776260000379,1362.699,0.39342363940973024
strong_error,D,KLM,adaptive-backstop,HH,16384,0.0078125,0.0001737571980880308,0.0003205878345855415,0.6548081380000212,2845.887,0.39500180435835996
strong_error,D,KLM,adaptive-backstop,HH,16384,0.00390625,0.0001069935335074013,0.00017963945211429597,0.891852847999985,6102.288,0.38063018330173864
strong_error,D,FTE,fixed,HH,32768,0.125,0.012194676535804359,0.020687999584859746,0.09858598800008167,8.0,0.0
strong_error,D,FTE,fixed,HH,32768,0.0625,0.00973369565666889,0.016548862158104197,0.09670205499992335,16.0,0.0
strong_error,D,FTE,fixed,HH,32768,0.03125,0.007475407319755566,0.012863495993839033,0.09756050300006791,32.0,0.0
strong_error,D,FTE,fixed,HH,32768,0.015625,0.005947929323123995,0.010658154346331094,0.09815800299998045,64.0,0.0
strong_error,D,FTE,fixed,HH,32768,0.0078125,0.004655344001957976,0.008442678456706145,0.09679863299993485,128.0,0.0
strong_error,D,FTE,fixed,HH,32768,0.00390625,0.003502999453773417,0.00599488748817055,0.09812945900000614,256.0,0.0
strong_error,D,ProjEuler,fixed,HH,32768,0.125,0.010078969336427358,0.013363040619098827,0.09731033499997466,8.0,0.0
strong_error,D,ProjEuler,fixed,HH,32768,0.0625,0.006523379589570682,0.008987307878380394,0.09568669699990551,16.0,0.0
strong_error,D,ProjEuler,fixed,HH,32768,0.03125,0.004357844916404714,0.006301861145972574,0.09908347600003253,32.0,0.0
strong_error,D,ProjEuler,fixed,HH,32768,0.015625,0.003030042128568286,0.0045873132410270846,0.09715422599992962,64.0,0.0
strong_error,D,ProjEuler,fixed,HH,32768,0.0078125,0.0021343971955860457,0.0033435504274964044,0.09980246899999656,128.0,0.0
strong_error,D,ProjEuler,fixed,HH,32768,0.00390625,0.001513044730768131,0.0024694023073568274,0.09982697599991752,256.0,0.0
strong_error,D,KL,adaptive-soft-zero,HH,32768,0.125,0.0073964974175908344,0.012783988057257984,0.36126051099995493,12.234,0.3314124570868073
strong_error,D,KL,adaptive-soft-zero,HH,32768,0.0625,0.005365338278139264,0.009106160738310285,0.35305918899996414,22.268,0.282288485719418
